,Date,Open,High,Low,Close,Volume,Market Cap(USD)
105,2017-11-14,1349.42323179,1372.05721091,1193.72588235,1259.57337681,158315.12915658,199409521.8316393
104,2017-11-13,1373.23723066,1492.46774356,1047.49431912,1353.50993888,475270.51331591,643283363.4287935
103,2017-11-12,1330.3637606,2670.29738554,1188.29469996,1370.9750781,957697.42358169,1312979300.0920427
102,2017-11-11,993.28745016,1412.49633346,901.6813736,1313.82711947,585501.07139942,769247186.0852656
101,2017-11-10,650.69738501,1015.12910455,650.69738501,966.83705815,619799.44248667,599245069.61418
100,2017-11-09,621.69446805,673.93917106,614.72793947,655.17139919,120371.58033955,78864016.71327186
99,2017-11-08,605.47101329,643.61565343,553.93957304,621.48499667,180025.30313901,111883024.92207351
98,2017-11-07,589.83162808,616.28319337,589.4234869,606.47577852,63972.15090946,38797560.02662822
97,2017-11-06,624.78369152,649.36656572,592.93111779,592.93111779,134862.86825567,79964391.22342114
96,2017-11-05,612.84482667,636.65241954,573.97972559,623.45314597,122046.22206499,76090101.10020526
95,2017-11-04,671.32982839,673.09726439,578.80565436,613.52766689,185037.36442212,113525542.4811714
94,2017-11-03,573.53748851,681.75774659,562.17893773,634.36343203,277758.48834331,176199827.9409609
93,2017-11-02,531.67682595,592.16488177,496.57907821,568.52475823,254150.5340556,144490870.92821968
92,2017-11-01,437.63361225,545.93658818,435.60060727,530.18315278,193779.4784218,102738614.81320788
91,2017-10-31,444.24421456,454.23236451,427.91046489,436.67804727,67429.84578373,29445133.3845373
90,2017-10-30,452.67585491,479.77442766,417.77591233,446.03719924,149247.15364702,66569782.40778255
89,2017-10-29,415.88018863,515.39639139,401.44437531,443.62917402,358544.31751723,159060719.43115085
88,2017-10-28,364.38328284,419.54164457,364.38328284,417.58708147,136823.49661992,57135724.63046178
87,2017-10-27,336.01000093,371.49816994,336.01000093,364.3904635,100165.11781075,36499213.70585315
86,2017-10-26,328.43467533,349.5546349,327.42322082,335.31468472,58278.73090418,19541714.27919521
85,2017-10-25,322.94911446,330.5628579,317.62180732,328.90245377,26922.46031636,8854863.25948679
84,2017-10-24,312.46952664,335.8157338,304.7687551,322.9410964,59462.10974884,19202758.91657608
83,2017-10-23,325.73028012,329.1214841,304.06504918,311.130772,50884.70183934,15831796.56644998
82,2017-10-22,322.44816667,349.12471071,320.67827036,325.88100528,64913.54553982,21154091.47696747
81,2017-10-21,325.84261588,326.95986957,315.27207921,323.21685572,22236.61084463,7187247.43901537
80,2017-10-20,330.38732972,332.80008809,322.48369363,326.12288661,34876.3911267,11373989.3488182
79,2017-10-19,338.43109349,339.46508637,324.80518769,330.00155934,40104.15894532,13234434.9880847
78,2017-10-18,368.8679064,374.34765893,308.16867316,336.98796779,96131.69778529,32395225.47685829
77,2017-10-17,313.87717599,394.3502974,309.42820197,367.54774519,201332.15506614,73999179.62918057
76,2017-10-16,314.80899549,316.89589506,310.0871339,313.89195201,23879.13690365,7495468.89507427
75,2017-10-15,322.13373174,323.1975479,308.76028965,314.04919171,23931.93696706,7515805.46067321
74,2017-10-14,319.23003714,326.52447383,315.30912405,321.56174252,48213.75425191,15503698.83090738
73,2017-10-13,311.04955808,323.47738832,298.90430406,318.50175992,90812.0559012,28923799.62616594
72,2017-10-12,313.63998664,329.21950558,308.01973296,311.1143911,76102.05762004,23676445.3180121
71,2017-10-11,317.19233476,319.68076764,310.62881581,313.45669799,51050.95912587,16002265.07703993
70,2017-10-10,312.66508544,348.87647302,307.88819203,317.29945355,87913.1166083,27894783.85925256
69,2017-10-09,344.73039117,344.73039117,285.859526,312.59567564,96850.99928289,30275203.5573742
68,2017-10-08,359.96760884,362.54957135,339.68470199,344.67784807,47190.46762039,16265508.82875861
67,2017-10-07,364.25310296,365.86729877,355.49310306,360.74474838,25122.24754949,9062718.8709446
66,2017-10-06,355.03463769,373.51864648,353.48733068,362.80238594,38759.55588061,14062059.35146945
65,2017-10-05,356.24165074,367.78434106,344.64039734,354.72790864,85088.48473951,30183260.2412854
64,2017-10-04,401.27459867,402.46924589,353.64139017,355.49767165,97857.4539892,34788097.04700728
63,2017-10-03,419.28196274,421.16688289,394.85153129,401.9370167,31942.99323433,12839071.40493163
62,2017-10-02,418.43967024,429.44608229,411.02588721,419.56748809,55733.54227973,23383982.33651834
61,2017-10-01,436.87431625,439.65668663,418.63916914,418.63916914,45116.07966093,18887358.10409581
60,2017-09-30,442.33724274,449.53800771,435.44768011,435.87376239,44104.74570616,19224101.4502873
59,2017-09-29,459.00882594,460.67332975,433.62089914,441.64375992,32557.93380012,14379008.2985499
58,2017-09-28,464.15751072,478.97551244,445.36150011,459.61206812,50905.22838746,23396657.2974593
57,2017-09-27,450.83235373,466.4938003,444.26410147,464.1110326,52324.49344837,24284374.68445456
56,2017-09-26,451.84817412,461.97907317,450.31679783,451.68765217,24672.97731247,11144479.19439456
55,2017-09-25,422.49115285,454.65497541,421.42943446,451.80243307,38694.71770982,17482367.60835542
54,2017-09-24,429.67512507,434.13303004,418.95973315,422.84375581,27606.80052098,11673363.21810209
53,2017-09-23,410.68103354,435.54633056,405.08082635,428.89148944,24409.48411409,10469019.99815482
52,2017-09-22,418.35555207,434.40461623,399.28837615,411.21828498,44642.81407819,18357941.4419142
51,2017-09-21,478.50443813,484.70014025,416.54881805,417.69985613,45478.78952159,18996483.8400135
50,2017-09-20,527.9770766,527.9770766,478.20579373,478.54907117,64355.71207581,30797366.23810698
49,2017-09-19,485.52132126,544.3879582,456.8018044,531.97509611,60889.58114862,32391740.78340204
48,2017-09-18,438.39561314,489.22317628,438.39561314,485.98706998,48927.21375403,23777993.25453561
47,2017-09-17,441.73753745,450.43765962,412.9493,438.42422341,26067.45748853,11428604.8055858
46,2017-09-16,428.15661067,469.18387067,415.59040785,441.90859886,67170.06987093,29683031.46229698
45,2017-09-15,386.89923784,450.58808618,305.1083548,427.23716819,169547.21795424,72436873.27303046
44,2017-09-14,506.58183684,515.89317608,386.90459328,387.24281688,79825.80668761,30911970.24181712
43,2017-09-13,537.0001263,537.0001263,473.15183726,505.94371301,58177.91902978,29434752.36892595
42,2017-09-12,555.71469904,574.88739608,532.45044021,537.14891423,32272.22364456,17334989.89038294
41,2017-09-11,555.12917875,585.80290026,550.13423388,555.86693794,29784.45418114,16556193.34379861
40,2017-09-10,584.20034475,584.44220018,528.08940757,555.95555103,42575.68198223,23670186.73704708
39,2017-09-09,606.21601438,610.24482796,569.13148359,584.28286657,26392.84132922,15420884.98867044
38,2017-09-08,667.85876056,698.04560852,577.31841917,605.29864074,77289.37538357,46783153.86346492
37,2017-09-07,647.05162746,716.63510828,611.09233745,666.0325241,78933.44811723,52572243.68511243
36,2017-09-06,546.58223525,656.42076724,544.46854698,648.6079437,69057.12991918,44791003.03449382
35,2017-09-05,521.5148669,557.93470112,476.31005301,544.45333931,49126.33385344,26746996.51451922
34,2017-09-04,609.65558925,610.32105289,502.40255393,518.62630662,55960.20855044,29022436.27826743
33,2017-09-03,574.71290446,621.67969565,564.7892711,605.76252919,34154.2513768,20689365.69643905
32,2017-09-02,629.31637334,644.41886585,566.15212204,575.45613874,46259.71776266,26620438.56267406
31,2017-09-01,594.62595483,649.40191667,588.47826317,629.86251945,47767.49852636,30086956.96962939
30,2017-08-31,580.65023138,609.64859258,575.02162959,593.32326145,36906.71816316,21897614.38990939
29,2017-08-30,546.00687073,602.92246221,531.78338313,581.29932584,67792.78993488,39407903.08600144
28,2017-08-29,591.31744841,594.9048714,526.69668445,550.8198595,60133.99772586,33123000.17854814
27,2017-08-28,615.62499122,624.90028002,586.60751369,590.87537649,23991.67317679,14176088.9210291
26,2017-08-27,622.62546372,648.04142752,583.59837493,616.32930343,47996.61186215,29581718.35596734
25,2017-08-26,633.57682409,638.6924697,614.03472701,618.89637478,23503.71140578,14546361.78292284
24,2017-08-25,618.86397211,663.53869225,616.34588786,632.9573974,38224.49160056,24194474.7203252
23,2017-08-24,673.81885878,703.37587155,603.41188226,622.22388735,54948.19050255,34190076.69745264
22,2017-08-23,688.28627655,709.60420007,652.53118451,678.06007494,45203.43176769,30650642.33212196
21,2017-08-22,604.94844693,730.52862587,570.71756081,692.72794703,137941.90326052,95556211.45465572
20,2017-08-21,717.5968412,748.25020184,558.21014737,605.70525954,159086.96465817,96359811.21779107
19,2017-08-20,746.27147859,848.34027187,679.47865912,713.51904478,171623.17495066,122456403.85350905
18,2017-08-19,693.30137544,942.65557655,608.96261573,730.78457851,336881.29215169,246187653.0943936
17,2017-08-18,441.86075371,774.31760072,441.86075371,704.58073043,447951.44803751,315617958.45462656
16,2017-08-17,299.94144665,447.16534743,292.31048034,447.16534743,150832.51335715,67447073.23869266
15,2017-08-16,297.23915907,309.1352791,287.94898786,299.6198931,29170.5245808,8740069.45646192
14,2017-08-15,299.90590562,305.78269809,291.25086431,297.22948325,30019.20243716,8922592.02806025
13,2017-08-14,294.09631111,328.22287636,292.59974515,300.89405937,46857.31494758,14099087.70597203
12,2017-08-13,316.15039848,316.47732305,296.74009646,296.74009646,40894.66890292,12135087.99491149
11,2017-08-12,325.96502294,343.95044595,311.77796473,317.65102711,37850.82714307,12023354.1190596
10,2017-08-11,274.39991737,350.35964573,273.50240639,327.95306211,103146.1976023,33827111.34917444
9,2017-08-10,302.53634974,311.1573811,271.72431145,274.20158086,81766.28911617,22420445.73640515
8,2017-08-09,343.26325231,348.10336027,292.96070566,301.30301926,87919.06140968,26490278.6534115
7,2017-08-08,319.06157278,383.75050771,309.43284022,341.63983531,176432.00995847,60276202.82526875
6,2017-08-07,223.03205157,365.89347758,223.03205157,323.59005387,273267.3790891,88426605.91959324
5,2017-08-06,216.58192251,224.36221192,201.8277248,217.33329796,87157.64274439,18942257.94018964
4,2017-08-05,235.10245549,275.83306056,204.74093189,212.7726086,102121.46721402,21728650.97352427
3,2017-08-04,352.06120037,361.34600608,236.5962209,236.5962209,118898.66886937,28130975.72437946
2,2017-08-03,440.49907786,491.83079571,335.84073962,353.48548997,83564.87881496,29538972.13219188
1,2017-08-02,279.39277764,742.57388665,279.37155694,432.69648665,131531.98852667,56913429.3179141
0,2017-08-01,306.0,336.47003526,306.0,336.47003526,21910.8619563,7372348.4949929
